主計組の助之丞,,,,名詞,普通名詞,一般,*,*,*,,,主計組の助之丞,,主計組の助之丞,,和,*,*,*,*,OGI_ROLE
主計組の又兵衛組,,,,名詞,普通名詞,一般,*,*,*,,,主計組の又兵衛組,,主計組の又兵衛組,,和,*,*,*,*,OGI_ROLE
主計組の太郎左衛門組,,,,名詞,普通名詞,一般,*,*,*,,,主計組の太郎左衛門組,,主計組の太郎左衛門組,,和,*,*,*,*,OGI_ROLE
主計組の小平太組,,,,名詞,普通名詞,一般,*,*,*,,,主計組の小平太組,,主計組の小平太組,,和,*,*,*,*,OGI_ROLE
主計組の平兵衛組,,,,名詞,普通名詞,一般,*,*,*,,,主計組の平兵衛組,,主計組の平兵衛組,,和,*,*,*,*,OGI_ROLE
主計組の源兵衛組,,,,名詞,普通名詞,一般,*,*,*,,,主計組の源兵衛組,,主計組の源兵衛組,,和,*,*,*,*,OGI_ROLE
主計組の良左衛門組,,,,名詞,普通名詞,一般,*,*,*,,,主計組の良左衛門組,,主計組の良左衛門組,,和,*,*,*,*,OGI_ROLE
主馬与,,,,名詞,普通名詞,一般,*,*,*,,,主馬与,,主馬与,,和,*,*,*,*,OGI_ROLE
主馬組,,,,名詞,普通名詞,一般,*,*,*,,,主馬組,,主馬組,,和,*,*,*,*,OGI_ROLE
九兵衛組,,,,名詞,普通名詞,一般,*,*,*,,,九兵衛組,,九兵衛組,,和,*,*,*,*,OGI_ROLE
九郎兵衛与,,,,名詞,普通名詞,一般,*,*,*,,,九郎兵衛与,,九郎兵衛与,,和,*,*,*,*,OGI_ROLE
九郎兵衛組,,,,名詞,普通名詞,一般,*,*,*,,,九郎兵衛組,,九郎兵衛組,,和,*,*,*,*,OGI_ROLE
乳付,,,,名詞,普通名詞,一般,*,*,*,,,乳付,,乳付,,和,*,*,*,*,OGI_ROLE
亀川勝右衛門組,,,,名詞,普通名詞,一般,*,*,*,,,亀川勝右衛門組,,亀川勝右衛門組,,和,*,*,*,*,OGI_ROLE
二丸勤,,,,名詞,普通名詞,一般,*,*,*,,,二丸勤,,二丸勤,,和,*,*,*,*,OGI_ROLE
二丸町役,,,,名詞,普通名詞,一般,*,*,*,,,二丸町役,,二丸町役,,和,*,*,*,*,OGI_ROLE
二男,,,,名詞,普通名詞,一般,*,*,*,,,二男,,二男,,和,*,*,*,*,OGI_ROLE
五々川茂兵衛元組,,,,名詞,普通名詞,一般,*,*,*,,,五々川茂兵衛元組,,五々川茂兵衛元組,,和,*,*,*,*,OGI_ROLE
五々川茂兵衛組,,,,名詞,普通名詞,一般,*,*,*,,,五々川茂兵衛組,,五々川茂兵衛組,,和,*,*,*,*,OGI_ROLE
井上惣次郎預役者,,,,名詞,普通名詞,一般,*,*,*,,,井上惣次郎預役者,,井上惣次郎預役者,,和,*,*,*,*,OGI_ROLE
井上権右衛門預役者,,,,名詞,普通名詞,一般,*,*,*,,,井上権右衛門預役者,,井上権右衛門預役者,,和,*,*,*,*,OGI_ROLE
井上権右衛門預御手舸子,,,,名詞,普通名詞,一般,*,*,*,,,井上権右衛門預御手舸子,,井上権右衛門預御手舸子,,和,*,*,*,*,OGI_ROLE
井手番役,,,,名詞,普通名詞,一般,*,*,*,,,井手番役,,井手番役,,和,*,*,*,*,OGI_ROLE
井樋奉行,,,,名詞,普通名詞,一般,*,*,*,,,井樋奉行,,井樋奉行,,和,*,*,*,*,OGI_ROLE
井樋役,,,,名詞,普通名詞,一般,*,*,*,,,井樋役,,井樋役,,和,*,*,*,*,OGI_ROLE
井樋指役,,,,名詞,普通名詞,一般,*,*,*,,,井樋指役,,井樋指役,,和,*,*,*,*,OGI_ROLE
井樋方,,,,名詞,普通名詞,一般,*,*,*,,,井樋方,,井樋方,,和,*,*,*,*,OGI_ROLE
井樋方役,,,,名詞,普通名詞,一般,*,*,*,,,井樋方役,,井樋方役,,和,*,*,*,*,OGI_ROLE
亡父,,,,名詞,普通名詞,一般,*,*,*,,,亡父,,亡父,,和,*,*,*,*,OGI_ROLE
交代方,,,,名詞,普通名詞,一般,*,*,*,,,交代方,,交代方,,和,*,*,*,*,OGI_ROLE
交易方,,,,名詞,普通名詞,一般,*,*,*,,,交易方,,交易方,,和,*,*,*,*,OGI_ROLE
交野女,,,,名詞,普通名詞,一般,*,*,*,,,交野女,,交野女,,和,*,*,*,*,OGI_ROLE
人代,,,,名詞,普通名詞,一般,*,*,*,,,人代,,人代,,和,*,*,*,*,OGI_ROLE
人別方,,,,名詞,普通名詞,一般,*,*,*,,,人別方,,人別方,,和,*,*,*,*,OGI_ROLE
人足,,,,名詞,普通名詞,一般,*,*,*,,,人足,,人足,,和,*,*,*,*,OGI_ROLE
人馬役,,,,名詞,普通名詞,一般,*,*,*,,,人馬役,,人馬役,,和,*,*,*,*,OGI_ROLE
